bat_landing_to_food,seconds_after_rat_arrival,hours_after_sunset,rat_presence_intensity,foraging_efficiency,risk
17.0,2.0,7.114722222,0.16666666666666666,0.05555555555555555,0
1.0,154.0,7.156944444,0.0064516129032258064,0.0,1
1.0,146.0,10.18444444,0.006802721088435374,0.0,1
21.0,211.0,10.2025,0.0047169811320754715,0.0,1
9.0,246.0,10.21222222,0.004048582995951417,0.1,0
1.0,77.0,10.34222222,0.01282051282051282,0.0,1
3.0,59.0,10.3770555532,0.016666666666666666,0.25,0
1.0,89.0,4.659166667,0.011111111111111112,0.0,1
2.0,259.0,4.706388889,0.0038461538461538464,0.0,1
4.0,470.0,4.765,0.0021231422505307855,0.0,1
2.0,187.0,5.341666667,0.005319148936170213,0.0,1
1.0,204.0,5.346388889,0.004878048780487805,0.0,1
2.0,420.0,5.406388889,0.0023752969121140144,0.0,1
9.0,434.0,5.410277778,0.0022988505747126436,0.0,1
0.061201372,512.0,5.431944444,0.001949317738791423,0.0,1
1.0,518.0,5.433611111,0.0019267822736030828,0.0,1
31.0,499.0,9.771666667,0.002,0.03125,0
1.0,225.0,10.3770555532,0.004424778761061947,0.0,1
0.050105814,54.0,0.9225,0.01818181818181818,0.9522849856347906,0
1.0,30.0,2.085833333,0.03225806451612903,0.5,0
0.085595674,71.0,2.097222222,0.013888888888888888,0.0,1
6.0,179.0,1.440277778,0.005555555555555556,0.0,1
6.0,201.0,1.446388889,0.0049504950495049506,0.14285714285714285,0
1.0,321.0,1.479722222,0.003105590062111801,0.0,1
3.0,77.0,1.274722222,0.01282051282051282,0.0,1
148.19999999999823,42.0,1.265,0.023255813953488372,0.0,0
1.0,856.0,1.491111111,0.0011668611435239206,0.0,0
1.0,917.8199999999998,1.5125,0.0010706638115631692,0.0,0
29.0,22.0,0.592777778,0.043478260869565216,0.0,1
4.0,3.0,1.260555556,0.16666666666666666,0.0,1
1.0,77.0,6.072222222,0.01282051282051282,0.0,0
1.0,110.0,6.081388889,0.009009009009009009,0.0,0
6.0,253.0,6.121111111,0.003937007874015748,0.0,0
2.0,25.0,4.860277778,0.038461538461538464,0.0,1
16.0,181.0,4.903611111,0.005494505494505495,0.0,1
2.0,201.0,4.909166667,0.0049504950495049506,0.0,1
1.0,206.0,4.910555556,0.004830917874396135,0.5,0
0.07570842,250.0,4.922777778,0.00398406374501992,0.0,1
0.057540536,157.0,7.078055556,0.006329113924050633,0.9455902312571023,0
3.0,6.0,8.078333333,0.14285714285714285,0.0,1
5.0,222.0,3.771111111,0.004484304932735426,0.0,1
1.0,68.0,4.236666667,0.014492753623188406,0.0,1
2.0,75.0,4.238611111,0.013157894736842105,0.0,1
1.0,6.0,4.368333333,0.14285714285714285,0.0,1
6.0,86.0,4.390555556,0.011494252873563218,0.0,0
4.0,92.0,4.392222222,0.010752688172043012,0.0,1
13.0,137.0,4.404722222,0.007246376811594203,0.0,1
1.0,155.0,4.409722222,0.00641025641025641,0.0,1
2.0,158.0,4.410555556,0.006289308176100629,0.3333333333333333,0
1.0,224.0,4.428888889,0.0044444444444444444,0.0,1
1.0,35.0,7.1725,0.027777777777777776,0.0,1
5.0,7.0,7.794722222,0.125,0.16666666666666666,0
0.04438061,105.0,8.544444444,0.009433962264150943,0.0,1
3.0,132.0,8.551944444,0.007518796992481203,0.0,1
1.0,242.0,8.5825,0.00411522633744856,0.5,0
6.0,269.0,8.59,0.003703703703703704,0.14285714285714285,0
24.0,286.0,8.594722222,0.003484320557491289,0.0,1
0.097399911,13.0,2.05,0.07142857142857142,0.9112448342452981,0
2.0,20.0,3.370555556,0.047619047619047616,0.0,1
1.0,35.0,3.374722222,0.027777777777777776,0.0,1
2.0,42.0,3.376666667,0.023255813953488372,0.0,1
0.050211363,139.0,0.247777778,0.007142857142857143,0.9521892784928856,0
3.0,2.0,3.795555556,0.16666666666666666,0.25,0
2.0,73.0,3.815277778,0.013513513513513514,0.3333333333333333,0
1.0,105.0,3.824166667,0.009433962264150943,0.5,0
2.0,130.0,3.831111111,0.007633587786259542,0.3333333333333333,0
4.0,71.0,5.849444444,0.013888888888888888,0.2,0
0.046019395,192.0,5.883055556,0.0051813471502590676,0.0,1
9.0,220.0,5.890833333,0.004524886877828055,0.1,0
18.0,239.0,5.896111111,0.004166666666666667,0.05263157894736842,0
14.0,250.0,5.899166667,0.00398406374501992,0.0,1
2.0,264.0,5.903055556,0.0037735849056603774,0.0,1
3.0,265.0,5.903333333,0.0037593984962406013,0.25,0
12.0,279.0,5.907222222,0.0035714285714285713,0.0,1
15.0,295.0,5.911666667,0.0033783783783783786,0.0625,0
2.0,426.0,5.948055556,0.00234192037470726,0.3333333333333333,0
34.0,452.0,5.955277778,0.002207505518763797,0.0,1
11.0,507.0,5.970555556,0.001968503937007874,0.0,1
0.01764558352,29.0,7.385833333,0.03333333333333333,0.9752349132913332,0
2.0,135.0,7.415277778,0.007352941176470588,0.3333333333333333,0
2.0,188.0,7.43,0.005291005291005291,0.0,1
0.028276798,329.0,7.469166667,0.0030303030303030303,0.0,1
4.0,46.0,8.347222222,0.02127659574468085,0.2,1
2.0,108.0,9.436944444,0.009174311926605505,0.3333333333333333,0
25.0,517.0,5.497777778,0.0019305019305019305,0.0,1
3.0,537.0,6.976944444,0.0018587360594795538,0.25,0
1.0,507.0,5.495,0.001968503937007874,0.0,0
0.064154735,572.0,6.986666667,0.0017452006980802793,0.9397129638294566,0
10.0,381.0,3.06,0.002617801047120419,0.0,1
8.0,436.0,3.075277778,0.002288329519450801,0.0,1
2.0,450.0,3.079166667,0.0022172949002217295,0.3333333333333333,0
6.0,455.0,3.080555556,0.0021929824561403508,0.0,1
2.0,477.0,3.086666667,0.0020920502092050207,0.0,0
0.030293066,558.0,3.109166667,0.0017889087656529517,0.9705976221720976,0
7.0,662.0,3.138055556,0.0015082956259426848,0.0,1
6.0,673.0,3.141111111,0.001483679525222552,0.0,1
18.0,668.0,3.139722222,0.0014947683109118087,0.05263157894736842,0
17.0,695.0,3.147222222,0.0014367816091954023,0.0,1
1.0,128.0,4.189444444,0.007751937984496124,0.5,0
6.0,381.0,4.259722222,0.002617801047120419,0.14285714285714285,0
2.0,80.0,4.708055556,0.012345679012345678,0.3333333333333333,0
1.0,177.0,4.735,0.0056179775280898875,0.5,0
11.0,223.0,4.747777778,0.004464285714285714,0.0,1
3.0,234.0,4.750833333,0.00425531914893617,0.25,0
25.0,239.0,4.752222222,0.004166666666666667,0.038461538461538464,0
6.0,238.0,4.751944444,0.0041841004184100415,0.0,1
3.0,262.0,4.758611111,0.0038022813688212928,0.0,1
11.0,287.0,4.765555556,0.003472222222222222,0.0,1
15.0,355.0,4.784444444,0.0028089887640449437,0.0625,0
6.0,360.0,4.785833333,0.002770083102493075,0.0,1
0.069936967,53.0,6.003888889,0.018518518518518517,0.934634497959168,0
1.0,82.0,6.011944444,0.012048192771084338,0.5,0
1.0,98.0,6.016388889,0.010101010101010102,0.5,0
4.0,101.0,6.017222222,0.00980392156862745,0.2,0
0.036982956,112.0,6.020277778,0.008849557522123894,0.0,1
1.0,120.0,6.0225,0.008264462809917356,0.0,1
2.0,128.0,6.024722222,0.007751937984496124,0.3333333333333333,0
4.0,180.0,6.039166667,0.0055248618784530384,0.2,0
3.0,232.0,6.053611111,0.004291845493562232,0.0,1
2.0,277.0,6.066111111,0.0035971223021582736,0.0,0
19.0,353.0,6.087222222,0.002824858757062147,0.0,1
3.0,435.0,6.11,0.0022935779816513763,0.25,0
6.0,612.0,6.159166667,0.0016313213703099511,0.14285714285714285,0
1.0,708.0,6.185833333,0.0014104372355430183,0.5,0
9.0,777.0,6.205,0.0012853470437017994,0.0,1
23.0,806.0,6.213055556,0.0012391573729863693,0.0,1
1.0,903.0,6.24,0.0011061946902654867,0.0,0
148.19999999999823,917.8199999999998,6.249166667,0.0010673042716799388,0.0,0
3.0,90.0,2.358611111,0.01098901098901099,0.25,0
3.0,376.0,2.438055556,0.002652519893899204,0.25,0
2.0,452.0,2.459166667,0.002207505518763797,0.3333333333333333,0
2.0,12.0,4.395833333,0.07692307692307693,0.3333333333333333,0
9.0,31.0,4.401111111,0.03125,0.0,1
4.0,58.0,4.408611111,0.01694915254237288,0.2,0
5.0,187.0,4.444444444,0.005319148936170213,0.0,1
4.0,197.0,4.447222222,0.005050505050505051,0.0,1
1.0,224.0,4.454722222,0.0044444444444444444,0.5,0
48.0,312.0,4.479166667,0.003194888178913738,0.0,1
3.0,312.0,4.479166667,0.003194888178913738,0.25,0
0.01764558352,402.0,4.504166667,0.0024813895781637717,0.0,1
2.0,597.0,4.558333333,0.0016722408026755853,0.3333333333333333,0
2.0,917.8199999999998,4.656111111,0.0010673042716799388,0.0,1
3.0,12.0,5.788055556,0.07692307692307693,0.0,1
4.0,25.0,5.791666667,0.038461538461538464,0.2,0
22.0,59.0,5.801111111,0.016666666666666666,0.0,1
2.0,63.0,5.802222222,0.015625,0.0,0
2.0,97.0,5.811666667,0.01020408163265306,0.3333333333333333,0
2.0,112.0,5.815833333,0.008849557522123894,0.3333333333333333,0
59.0,165.0,5.830555556,0.006024096385542169,0.0,1
4.0,217.0,5.845,0.0045871559633027525,0.2,0
1.0,357.0,5.883888889,0.002793296089385475,0.0,1
14.0,418.0,5.900833333,0.002386634844868735,0.0,1
1.0,624.0,5.958055556,0.0016,0.5,0
0.04722604,632.0,5.960277778,0.001579778830963665,0.0,0
0.022571773,651.0,5.965555556,0.0015337423312883436,0.0,0
68.0,19.0,2.135,0.05,0.014492753623188406,1
6.0,22.0,2.135833333,0.043478260869565216,0.0,1
2.0,29.0,2.137777778,0.03333333333333333,0.0,1
8.0,45.0,2.142222222,0.021739130434782608,0.1111111111111111,1
5.0,66.0,2.148055556,0.014925373134328358,0.0,1
2.0,76.0,2.150833333,0.012987012987012988,0.0,1
15.0,88.0,2.154166667,0.011235955056179775,0.0,1
4.0,101.0,2.157777778,0.00980392156862745,0.2,1
15.0,16.0,3.148055556,0.058823529411764705,0.0,1
18.0,33.0,3.152777778,0.029411764705882353,0.05263157894736842,1
3.0,65.0,3.161666667,0.015151515151515152,0.25,0
13.0,81.0,3.166111111,0.012195121951219513,0.07142857142857142,1
14.0,81.0,3.166111111,0.012195121951219513,0.06666666666666667,1
10.0,92.0,3.169166667,0.010752688172043012,0.09090909090909091,1
1.0,124.0,3.178055556,0.008,0.0,0
7.0,126.0,3.178611111,0.007874015748031496,0.0,1
3.0,202.0,3.199722222,0.0049261083743842365,0.25,0
1.0,215.0,3.203333333,0.004629629629629629,0.5,0
23.0,274.0,3.219722222,0.0036363636363636364,0.0,1
0.078814418,306.0,3.228611111,0.003257328990228013,0.0,0
1.0,311.0,3.23,0.003205128205128205,0.0,0
4.0,318.0,3.231944444,0.003134796238244514,0.2,0
5.0,322.0,3.233055556,0.0030959752321981426,0.16666666666666666,1
3.0,326.0,3.234166667,0.0030581039755351682,0.25,0
2.0,340.0,3.238055556,0.002932551319648094,0.3333333333333333,0
55.0,343.0,3.238888889,0.0029069767441860465,0.017857142857142856,1
3.0,392.0,3.2525,0.002544529262086514,0.25,0
3.0,406.0,3.256388889,0.002457002457002457,0.0,0
1.0,449.0,3.268333333,0.0022222222222222222,0.0,0
65.0,519.0,3.287777778,0.0019230769230769232,0.015151515151515152,1
148.19999999999823,556.0,3.298055556,0.0017953321364452424,0.0036231884057971015,1
2.0,594.0,3.308611111,0.0016806722689075631,0.0,1
2.0,602.0,3.310833333,0.001658374792703151,0.0,1
1.0,613.0,3.313888889,0.0016286644951140066,0.0,1
18.0,635.0,3.32,0.0015723270440251573,0.05263157894736842,1
0.028315379,22.0,3.805,0.043478260869565216,0.9724643046498677,0
6.0,37.0,3.809166667,0.02631578947368421,0.14285714285714285,1
9.0,46.0,3.811666667,0.02127659574468085,0.0,1
2.0,87.0,3.823055556,0.011363636363636364,0.3333333333333333,0
8.0,96.0,3.825555556,0.010309278350515464,0.1111111111111111,0
6.0,110.0,3.829444444,0.009009009009009009,0.14285714285714285,0
6.0,273.0,3.874722222,0.0036496350364963502,0.14285714285714285,0
0.039556377,283.0,3.8775,0.0035211267605633804,0.961948790969708,0
7.0,10.0,5.126111111,0.09090909090909091,0.125,1
4.0,65.0,5.141388889,0.015151515151515152,0.2,0
0.02018894,72.0,5.143333333,0.0136986301369863,0.0,1
47.0,91.0,5.148611111,0.010869565217391304,0.0,1
35.0,129.0,5.159166667,0.007692307692307693,0.0,1
13.0,138.0,5.161666667,0.007194244604316547,0.07142857142857142,1
12.0,164.0,5.168888889,0.006060606060606061,0.07692307692307693,1
20.0,183.0,5.174166667,0.005434782608695652,0.047619047619047616,1
9.0,187.0,5.175277778,0.005319148936170213,0.1,1
21.0,199.0,5.178611111,0.005,0.045454545454545456,1
1.0,226.0,5.186111111,0.004405286343612335,0.0,1
6.0,231.0,5.1875,0.004310344827586207,0.14285714285714285,0
15.0,76.0,6.04,0.012987012987012988,0.0625,1
3.0,85.0,6.0425,0.011627906976744186,0.0,1
8.0,119.0,6.051944444,0.008333333333333333,0.1111111111111111,0
10.0,126.0,6.053888889,0.007874015748031496,0.09090909090909091,0
15.0,142.0,6.058333333,0.006993006993006993,0.0625,0
26.0,223.0,6.080833333,0.004464285714285714,0.037037037037037035,1
2.0,231.0,6.083055556,0.004310344827586207,0.0,0
0.050962883,7.0,6.899722222,0.125,0.0,1
5.0,47.0,6.910833333,0.020833333333333332,0.16666666666666666,0
3.0,140.0,6.936666667,0.0070921985815602835,0.25,0
13.0,246.0,6.966111111,0.004048582995951417,0.07142857142857142,0
3.0,318.0,6.986111111,0.003134796238244514,0.0,1
0.09619989,366.0,6.999444444,0.0027247956403269754,0.9122423830931053,1
0.063771569,368.0,7.0,0.0027100271002710027,0.0,1
0.081091814,537.0,7.046944444,0.0018587360594795538,0.9249908167374209,0
2.0,62.0,7.379722222,0.015873015873015872,0.3333333333333333,0
0.090564496,528.0,7.509166667,0.001890359168241966,0.0,0
2.0,660.0,7.545833333,0.0015128593040847202,0.3333333333333333,0
14.0,664.0,7.546944444,0.0015037593984962407,0.0,0
0.032779517,784.0,7.580277778,0.0012738853503184713,0.9682608761498123,0
10.0,811.0,7.587777778,0.0012315270935960591,0.09090909090909091,0
22.0,825.0,7.591666667,0.0012106537530266344,0.043478260869565216,0
0.068238813,857.0,7.600555556,0.0011655011655011655,0.9361202643364354,1
11.0,908.0,7.614722222,0.0011001100110011,0.08333333333333333,1
1.0,17.0,7.741666667,0.05555555555555555,0.5,0
2.0,22.0,7.743055556,0.043478260869565216,0.3333333333333333,0
0.042707344,17.0,8.101388889,0.05555555555555555,0.0,1
13.0,20.0,8.102222222,0.047619047619047616,0.07142857142857142,0
0.043905767,33.0,8.105833333,0.029411764705882353,0.0,1
1.0,99.0,8.124166667,0.01,0.5,0
0.076705397,142.0,8.136111111,0.006993006993006993,0.0,1
0.040958086,38.0,8.446388889,0.02564102564102564,0.9606534724588325,0
0.056999457,159.0,8.48,0.00625,0.0,1
0.099530937,160.0,8.480277778,0.006211180124223602,0.0,1
0.01764558352,168.0,8.4825,0.005917159763313609,0.0,1
3.0,106.0,8.736111111,0.009345794392523364,0.25,0
5.0,106.0,8.931666667,0.009345794392523364,0.16666666666666666,0
0.040564984,445.0,9.323055556,0.002242152466367713,0.9610163856907182,1
16.0,183.0,3.194444444,0.005434782608695652,0.058823529411764705,1
1.0,479.0,3.276666667,0.0020833333333333333,0.0,0
0.044489486,26.0,3.806111111,0.037037037037037035,0.9574055204994184,0
2.0,34.0,3.808333333,0.02857142857142857,0.0,1
54.0,278.0,6.975,0.0035842293906810036,0.01818181818181818,1
1.0,570.0,7.520833333,0.0017513134851138354,0.5,0
3.0,140.0,8.135555556,0.0070921985815602835,0.25,0
22.0,166.0,8.481944444,0.005988023952095809,0.0,0
0.051207358,75.0,0.217222222,0.013157894736842105,0.9512871008652128,0
1.0,167.0,0.242777778,0.005952380952380952,0.5,0
1.0,230.0,0.260277778,0.004329004329004329,0.5,0
5.0,547.0,0.348333333,0.0018248175182481751,0.0,1
0.039785341,220.0,2.360555556,0.004524886877828055,0.0,1
148.19999999999823,457.0,2.426388889,0.002183406113537118,0.0,0
3.0,487.0,2.434722222,0.0020491803278688526,0.25,0
2.0,493.0,2.436388889,0.0020242914979757085,0.0,1
4.0,22.0,3.381944444,0.043478260869565216,0.0,1
148.19999999999823,109.0,3.406111111,0.00909090909090909,0.0,0
1.0,472.0,3.506944444,0.0021141649048625794,0.0,1
12.0,185.0,4.857222222,0.005376344086021506,0.07692307692307693,0
39.0,155.0,4.848888889,0.00641025641025641,0.0,0
14.0,207.0,4.863333333,0.004807692307692308,0.0,1
5.0,235.0,4.871111111,0.00423728813559322,0.0,1
0.01764558352,262.0,4.878611111,0.0038022813688212928,0.0,1
29.0,295.0,4.887777778,0.0033783783783783786,0.0,1
3.0,320.0,4.894722222,0.003115264797507788,0.0,1
18.0,341.0,4.900555556,0.0029239766081871343,0.0,1
11.0,508.0,4.946944444,0.0019646365422396855,0.0,1
1.0,579.0,4.966666667,0.0017241379310344827,0.5,0
0.093784466,673.0,4.992777778,0.001483679525222552,0.9142569044311148,0
0.019265878,697.0,4.999444444,0.0014326647564469914,0.9752349132913332,0
1.0,711.0,5.003333333,0.0014044943820224719,0.5,0
6.0,809.0,5.030555556,0.0012345679012345679,0.14285714285714285,0
10.0,825.0,5.035,0.0012106537530266344,0.0,1
0.058920205,863.0,5.045555556,0.0011574074074074073,0.9443582200794819,0
0.024862202,39.0,6.802777778,0.025,0.9752349132913332,0
1.0,41.0,6.803333333,0.023809523809523808,0.5,0
10.0,65.0,6.81,0.015151515151515152,0.0,1
1.0,84.0,6.815277778,0.011764705882352941,0.5,0
1.0,122.0,6.825833333,0.008130081300813009,0.5,0
0.01764558352,141.0,6.831111111,0.007042253521126761,0.9752349132913332,0
7.0,164.0,6.8375,0.006060606060606061,0.0,1
7.0,216.0,6.851944444,0.004608294930875576,0.125,0
3.0,210.0,7.604166667,0.004739336492890996,0.0,1
6.0,235.0,7.611111111,0.00423728813559322,0.0,1
1.0,248.0,7.614722222,0.004016064257028112,0.0,0
4.0,269.0,7.620555556,0.003703703703703704,0.2,0
5.0,303.0,7.63,0.003289473684210526,0.16666666666666666,0
26.0,375.0,7.65,0.0026595744680851063,0.0,0
4.0,180.0,8.251666667,0.0055248618784530384,0.2,0
4.0,467.0,8.331388889,0.002136752136752137,0.2,0
10.0,512.0,8.343888889,0.001949317738791423,0.09090909090909091,0
10.0,521.0,8.346388889,0.0019157088122605363,0.0,1
2.0,547.0,8.353611111,0.0018248175182481751,0.3333333333333333,0
1.0,573.0,8.360833333,0.0017421602787456446,0.5,0
3.0,591.0,8.365833333,0.0016891891891891893,0.25,0
3.0,621.0,8.374166667,0.001607717041800643,0.25,0
73.0,655.0,8.383611111,0.001524390243902439,0.0,1
3.0,330.0,8.756111111,0.0030211480362537764,0.25,0
0.068554286,487.0,8.799722222,0.0020491803278688526,0.935843890293469,0
3.0,522.0,8.809444444,0.0019120458891013384,0.25,0
4.0,24.0,0.276944444,0.04,0.0,1
1.0,17.0,0.736388889,0.05555555555555555,0.5,0
20.0,108.0,0.761666667,0.009174311926605505,0.047619047619047616,1
9.0,130.0,0.767777778,0.007633587786259542,0.0,1
54.0,474.0,0.863333333,0.002105263157894737,0.01818181818181818,1
1.0,7.0,3.726666667,0.125,0.5,0
25.0,22.0,3.730833333,0.043478260869565216,0.038461538461538464,0
14.0,88.0,3.749166667,0.011235955056179775,0.06666666666666667,1
8.0,97.0,3.751666667,0.01020408163265306,0.0,1
6.0,102.0,3.753055556,0.009708737864077669,0.14285714285714285,0
26.0,112.0,4.640833333,0.008849557522123894,0.037037037037037035,1
6.0,126.0,4.644722222,0.007874015748031496,0.14285714285714285,0
24.0,196.0,4.664166667,0.005076142131979695,0.04,1
1.0,258.0,4.681388889,0.003861003861003861,0.5,0
19.0,287.0,4.689444444,0.003472222222222222,0.05,0
3.0,2.0,6.1875,0.0010673042716799388,0.25,0
6.0,14.0,6.191388889,0.06666666666666667,0.14285714285714285,0
1.0,48.0,6.200833333,0.02040816326530612,0.5,0
7.0,28.0,6.583333333,0.034482758620689655,0.0,1
1.0,59.0,6.591944444,0.016666666666666666,0.5,0
16.0,109.0,6.605833333,0.00909090909090909,0.0,1
11.0,23.0,6.989722222,0.041666666666666664,0.08333333333333333,0
18.0,141.0,7.0225,0.007042253521126761,0.05263157894736842,0
2.0,191.0,7.036388889,0.005208333333333333,0.3333333333333333,0
2.0,309.0,8.379722222,0.0032258064516129032,0.3333333333333333,0
1.0,482.0,8.427777778,0.002070393374741201,0.5,0
7.0,501.0,8.433055556,0.00199203187250996,0.125,0
6.0,659.0,8.476944444,0.0015151515151515152,0.14285714285714285,0
5.0,707.0,8.490277778,0.0014124293785310734,0.16666666666666666,0
2.0,722.0,8.494444444,0.0013831258644536654,0.3333333333333333,0
23.0,734.0,8.497777778,0.0013605442176870747,0.0,1
13.0,769.0,8.5075,0.0012987012987012987,0.07142857142857142,1
71.0,666.0,8.478888889,0.0014992503748125937,0.0,1
2.0,372.0,10.23305556,0.002680965147453083,0.3333333333333333,0
1.0,263.0,10.14944444,0.003787878787878788,0.5,0
0.025345863,2.0,-0.12746111098,0.16666666666666666,0.9752349132913332,0
0.096196,76.0,-0.12746111098,0.012987012987012988,0.912245620308777,0
0.063701466,91.0,-0.12746111098,0.010869565217391304,0.9401133983207278,0
0.094784549,105.0,1.341944444,0.009433962264150943,0.9134217329915935,0
0.076254237,166.0,1.358888889,0.005988023952095809,0.0,1
0.01764558352,383.0,1.419166667,0.0026041666666666665,0.0,1
9.0,2.0,2.198055556,0.0010673042716799388,0.0,1
28.0,46.0,2.210833333,0.02127659574468085,0.034482758620689655,1
1.0,85.0,3.725555556,0.011627906976744186,0.5,0
5.0,188.0,3.754166667,0.005291005291005291,0.16666666666666666,0
0.047647063,2.0,4.036944444,0.0010673042716799388,0.0,1
0.090449811,63.0,4.054444444,0.015625,0.0,1
3.0,139.0,4.075555556,0.007142857142857143,0.25,0
14.0,171.0,4.084444444,0.005813953488372093,0.06666666666666667,0
17.0,28.0,5.060833333,0.034482758620689655,0.0,1
20.0,82.0,5.075833333,0.012048192771084338,0.0,1
