bat_landing_to_food,seconds_after_rat_arrival,hours_after_sunset,rat_presence_intensity,foraging_efficiency,risk
0.099179779,206.0,5.110277778,0.004830917874396135,0.0,1
11.0,309.0,5.138888889,0.0032258064516129032,0.08333333333333333,0
2.0,8.0,5.611111111,0.1111111111111111,0.3333333333333333,0
0.043720185,11.0,5.611944444,0.08333333333333333,0.0,1
0.019372407,19.0,5.614166667,0.05,0.0,0
148.19999999999823,50.0,5.622777778,0.0196078431372549,0.005714285714285714,1
2.0,47.0,5.735277778,0.020833333333333332,0.0,1
6.0,66.0,5.740555556,0.014925373134328358,0.0,1
5.0,78.0,5.743888889,0.012658227848101266,0.0,1
3.0,87.0,5.746388889,0.011363636363636364,0.25,0
0.069546705,132.0,5.758888889,0.007518796992481203,0.0,1
0.035887407,143.0,5.761944444,0.006944444444444444,0.0,1
5.0,172.0,5.77,0.005780346820809248,0.16666666666666666,0
6.0,182.0,5.772777778,0.00546448087431694,0.14285714285714285,0
0.087634798,206.0,5.779444444,0.004830917874396135,0.9194262649915693,0
3.0,211.0,5.780833333,0.0047169811320754715,0.25,0
0.038141769,5.0,6.0175,0.16666666666666666,0.9632595757737977,0
0.09694048,38.0,6.026666667,0.02564102564102564,0.9116264904363818,1
2.0,58.0,6.032222222,0.01694915254237288,0.3333333333333333,0
2.0,119.0,6.049166667,0.008333333333333333,0.3333333333333333,0
4.0,105.0,6.409444444,0.009433962264150943,0.2,0
5.0,180.0,6.430277778,0.0055248618784530384,0.16666666666666666,0
3.0,187.0,6.432222222,0.005319148936170213,0.25,0
5.0,247.0,6.448888889,0.004032258064516129,0.16666666666666666,0
0.020820512,252.0,6.450277778,0.003952569169960474,0.9752349132913332,0
9.0,419.0,6.496666667,0.002380952380952381,0.0,1
1.0,436.0,6.501388889,0.002288329519450801,0.5,0
21.0,572.0,6.539166667,0.0017452006980802793,0.045454545454545456,0
4.0,592.0,6.544722222,0.0016863406408094434,0.0,1
1.0,36.0,7.544166667,0.02702702702702703,0.5,0
31.0,80.0,7.556388889,0.012345679012345678,0.03125,0
6.0,169.0,7.581111111,0.0058823529411764705,0.14285714285714285,0
2.0,452.0,7.659722222,0.002207505518763797,0.0,1
0.071250736,466.0,7.663611111,0.0021413276231263384,0.9334882734680333,1
4.0,485.0,7.668888889,0.00205761316872428,0.2,0
7.0,499.0,7.672777778,0.002,0.125,0
3.0,783.0,7.751666667,0.0012755102040816326,0.25,0
0.083007044,846.0,7.769166667,0.0011806375442739079,0.0,0
0.01764558352,903.0,7.785,0.0011061946902654867,0.9752349132913332,1
72.0,211.0,7.925833333,0.0047169811320754715,0.0136986301369863,1
2.0,26.0,8.252222222,0.037037037037037035,0.0,1
12.0,63.0,8.2625,0.015625,0.07692307692307693,0
0.025349973,402.0,8.356666667,0.0024813895781637717,0.0,1
0.094601342,708.0,8.441666667,0.0014104372355430183,0.0,1
26.0,740.0,8.450555556,0.001349527665317139,0.037037037037037035,1
0.044300625,192.0,9.265,0.0051813471502590676,0.9575786665836765,0
0.09536188,315.0,9.299166667,0.0031645569620253164,0.9129402969546466,0
0.091074825,109.0,9.688333333,0.00909090909090909,0.9165274251470333,0
2.0,44.0,4.049166667,0.022222222222222223,0.3333333333333333,0
1.0,60.0,4.053611111,0.01639344262295082,0.5,0
80.0,71.0,4.056666667,0.013888888888888888,0.0,1
67.0,41.0,7.545555556,0.023809523809523808,0.0,1
1.0,66.0,7.5525,0.014925373134328358,0.5,0
2.0,902.0,7.784722222,0.0011074197120708748,0.0,0
105.0,773.0,8.459722222,0.0012919896640826874,0.009433962264150943,1
0.01764558352,389.0,1.414722222,0.002564102564102564,0.9752349132913332,0
0.032534418,695.0,1.499722222,0.0014367816091954023,0.9684907181466952,0
4.0,710.0,1.503888889,0.0014064697609001407,0.2,0
14.0,759.0,1.5175,0.0013157894736842105,0.06666666666666667,1
20.0,4.0,3.5725,0.16666666666666666,0.0,1
2.0,9.0,3.573888889,0.1,0.3333333333333333,0
36.0,67.0,3.59,0.014705882352941176,0.0,1
8.0,144.0,3.611388889,0.006896551724137931,0.0,1
0.097800752,184.0,3.6225,0.005405405405405406,0.0,1
0.063312201,428.0,3.690277778,0.002331002331002331,0.0,1
18.0,490.0,3.7075,0.002036659877800407,0.05263157894736842,1
2.0,521.0,3.716111111,0.0019157088122605363,0.3333333333333333,0
5.0,529.0,3.718333333,0.0018867924528301887,0.16666666666666666,1
0.078489345,776.0,3.786944444,0.001287001287001287,0.9272228832265377,0
22.0,239.0,6.196944444,0.004166666666666667,0.043478260869565216,1
46.0,257.0,6.201944444,0.003875968992248062,0.02127659574468085,1
9.0,290.0,6.211111111,0.003436426116838488,0.1,1
4.0,304.0,6.215,0.003278688524590164,0.2,0
0.085746166,315.0,6.218055556,0.0031645569620253164,0.9210255871168326,1
4.0,323.0,6.220277778,0.0030864197530864196,0.2,0
0.040027684,407.0,6.243611111,0.0024509803921568627,0.0,1
0.076567662,633.0,6.306388889,0.0015772870662460567,0.9288779844475767,0
0.072746343,800.0,6.352777778,0.0012484394506866417,0.0,1
0.055695432,808.0,6.355,0.0012360939431396785,0.0,1
33.0,816.0,6.357222222,0.0012239902080783353,0.0,1
39.0,844.0,6.365,0.001183431952662722,0.025,1
3.0,917.8199999999998,6.3875,0.0010799136069114472,0.25,0
0.094277126,63.0,7.387777778,0.015625,0.9138452922390704,0
1.0,91.0,7.395555556,0.010869565217391304,0.5,0
0.019462583,142.0,7.409722222,0.006993006993006993,0.0,0
7.0,162.0,7.415277778,0.006134969325153374,0.125,0
0.037865482,191.0,7.423333333,0.005208333333333333,0.963516002163371,0
4.0,222.0,7.431944444,0.004484304932735426,0.2,0
0.037828205,291.0,7.451111111,0.003424657534246575,0.9635506099971526,1
22.0,288.0,7.450277778,0.0034602076124567475,0.043478260869565216,1
0.099086619,624.0,7.543611111,0.0016,0.9098463967379081,0
0.033212611,630.0,7.545277778,0.001584786053882726,0.9678550081112008,1
0.096084094,878.0,7.614166667,0.0011376564277588168,0.0,1
7.0,605.0,8.582777778,0.0016501650165016502,0.125,1
6.0,653.0,8.596111111,0.0015290519877675841,0.14285714285714285,0
5.0,445.0,6.254166667,0.002242152466367713,0.0,1
8.0,47.0,2.662777778,0.020833333333333332,0.0,1
5.0,199.0,2.705,0.005,0.0,1
17.0,214.0,2.9,0.004651162790697674,0.0,1
1.0,127.0,3.389722222,0.0078125,0.0,1
2.0,18.0,3.732777778,0.05263157894736842,0.3333333333333333,0
31.0,68.0,3.746666667,0.014492753623188406,0.0,1
1.0,79.0,3.749722222,0.0125,0.5,0
2.0,105.0,3.756944444,0.009433962264150943,0.3333333333333333,0
5.0,576.0,3.887777778,0.0017331022530329288,0.16666666666666666,1
13.0,592.0,3.892222222,0.0016863406408094434,0.0,1
15.0,623.0,3.900833333,0.0016025641025641025,0.0,1
1.0,35.0,3.97,0.027777777777777776,0.5,0
3.0,74.0,3.980833333,0.013333333333333334,0.25,0
2.0,120.0,3.993611111,0.008264462809917356,0.3333333333333333,0
6.0,23.0,4.401111111,0.041666666666666664,0.14285714285714285,0
11.0,174.0,4.829722222,0.005714285714285714,0.08333333333333333,1
3.0,330.0,4.873055556,0.0030211480362537764,0.0,1
6.0,363.0,4.882222222,0.0027472527472527475,0.14285714285714285,0
5.0,365.0,4.882777778,0.00273224043715847,0.0,1
5.0,365.0,4.882777778,0.00273224043715847,0.0,1
2.0,373.0,4.885,0.00267379679144385,0.3333333333333333,0
4.0,401.0,4.892777778,0.0024875621890547263,0.2,0
1.0,408.0,4.894722222,0.0024449877750611247,0.0,1
7.0,434.0,4.901944444,0.0022988505747126436,0.0,1
6.0,449.0,4.906111111,0.0022222222222222222,0.14285714285714285,0
5.0,496.0,4.919166667,0.002012072434607646,0.16666666666666666,1
18.0,497.0,4.919444444,0.002008032128514056,0.05263157894736842,0
3.0,520.0,4.925833333,0.0019193857965451055,0.25,0
10.0,544.0,4.9325,0.001834862385321101,0.0,1
1.0,19.0,5.808888889,0.05,0.5,0
0.063724824,35.0,5.813333333,0.027777777777777776,0.94009275466528,0
5.0,42.0,5.815277778,0.023255813953488372,0.0,1
6.0,74.0,5.824166667,0.013333333333333334,0.14285714285714285,0
15.0,55.0,6.935833333,0.017857142857142856,0.0,1
4.0,90.0,6.945555556,0.01098901098901099,0.2,0
5.0,60.0,7.071388889,0.01639344262295082,0.0,1
0.026148246,90.0,7.079722222,0.01098901098901099,0.9745180619838043,0
7.0,120.0,7.528333333,0.008264462809917356,0.125,1
7.0,128.0,7.530555556,0.007751937984496124,0.125,0
0.08833199,139.0,7.533611111,0.007142857142857143,0.9188372750120118,0
8.0,170.0,7.542222222,0.005847953216374269,0.1111111111111111,0
28.0,195.0,7.549166667,0.00510204081632653,0.034482758620689655,1
6.0,211.0,7.553611111,0.0047169811320754715,0.14285714285714285,0
15.0,31.0,8.1225,0.03125,0.0,1
2.0,45.0,8.126388889,0.021739130434782608,0.3333333333333333,0
3.0,194.0,8.305,0.005128205128205128,0.25,0
3.0,172.0,8.554722222,0.005780346820809248,0.25,0
17.0,115.0,9.978888889,0.008620689655172414,0.0,1
1.0,370.0,10.04972222,0.0026954177897574125,0.5,0
3.0,56.0,10.3770555532,0.017543859649122806,0.25,0
0.032185829,530.0,3.875,0.0018832391713747645,0.0,0
1.0,159.0,1.516388889,0.00625,0.0,1
12.0,199.0,1.5275,0.005,0.0,1
7.0,59.0,5.118888889,0.016666666666666666,0.125,0
3.0,187.0,6.058055556,0.005319148936170213,0.25,0
8.0,200.0,9.331666667,0.004975124378109453,0.0,1
1.0,210.0,9.334444444,0.004739336492890996,0.5,0
5.0,274.0,9.352222222,0.0036363636363636364,0.16666666666666666,0
14.0,280.0,9.353888889,0.0035587188612099642,0.06666666666666667,0
0.084689878,24.0,-0.12746111098,0.04,0.0,0
0.093387578,200.0,1.792222222,0.004975124378109453,0.0,0
0.029003504,71.0,1.491944444,0.013888888888888888,0.0,0
9.0,188.0,2.300555556,0.005291005291005291,0.0,0
1.0,238.0,2.314444444,0.0041841004184100415,0.0,0
2.0,38.0,1.926388889,0.02564102564102564,0.0,1
2.0,109.0,1.946111111,0.00909090909090909,0.0,1
50.0,299.0,2.227222222,0.0033333333333333335,0.0196078431372549,1
148.19999999999823,63.0,2.8325,0.015625,0.006622516556291391,1
6.0,139.0,2.853611111,0.007142857142857143,0.0,1
11.0,228.0,2.878333333,0.004366812227074236,0.08333333333333333,0
13.0,407.0,2.928055556,0.0024509803921568627,0.0,1
32.0,359.0,3.343333333,0.002777777777777778,0.0,1
36.0,2.0,3.786944444,0.0010673042716799388,0.02702702702702703,0
148.19999999999823,609.0,4.1525,0.001639344262295082,0.006060606060606061,1
4.0,616.0,4.154444444,0.0016207455429497568,0.0,1
9.0,655.0,4.165277778,0.001524390243902439,0.0,1
12.0,673.0,4.170277778,0.001483679525222552,0.0,1
11.0,685.0,4.173611111,0.0014577259475218659,0.08333333333333333,1
2.0,773.0,4.198055556,0.0012919896640826874,0.3333333333333333,0
0.052214843,139.0,3.127777778,0.007142857142857143,0.0,0
1.0,129.0,3.125,0.007692307692307693,0.0,0
5.0,9.0,0.4025,0.1,0.0,1
2.0,203.0,0.456388889,0.004901960784313725,0.3333333333333333,0
7.0,161.0,4.955,0.006172839506172839,0.125,0
2.0,238.0,4.976388889,0.0041841004184100415,0.3333333333333333,0
5.0,64.0,5.536388889,0.015384615384615385,0.16666666666666666,0
4.0,174.0,5.566944444,0.005714285714285714,0.2,0
4.0,263.0,5.591666667,0.003787878787878788,0.2,0
16.0,276.0,5.595277778,0.0036101083032490976,0.058823529411764705,0
1.0,105.0,5.916111111,0.009433962264150943,0.5,0
2.0,183.0,5.937777778,0.005434782608695652,0.3333333333333333,0
3.0,2.0,6.456111111,0.16666666666666666,0.25,0
4.0,161.0,5.563333333,0.006172839506172839,0.2,0
30.0,57.0,0.138611111,0.017241379310344827,0.03225806451612903,1
28.0,433.0,0.243055556,0.002304147465437788,0.034482758620689655,0
2.0,5.0,0.605555556,0.16666666666666666,0.3333333333333333,0
27.0,389.0,8.714444444,0.002564102564102564,0.0,1
5.0,72.0,10.01916667,0.0136986301369863,0.0,0
1.0,254.0,0.164722222,0.00392156862745098,0.5,0
5.0,383.0,0.200555556,0.0026041666666666665,0.16666666666666666,0
0.039481249,440.0,0.216388889,0.0022675736961451248,0.9620183153491401,0
118.0,73.0,1.891666667,0.013513513513513514,0.008403361344537815,1
37.0,375.0,1.975555556,0.0026595744680851063,0.0,1
109.0,90.0,2.141944444,0.01098901098901099,0.0,1
2.0,139.0,2.155555556,0.007142857142857143,0.3333333333333333,0
25.0,250.0,2.186388889,0.00398406374501992,0.038461538461538464,0
37.0,477.0,2.249444444,0.0020920502092050207,0.02631578947368421,0
2.0,12.0,2.772222222,0.07692307692307693,0.3333333333333333,0
1.0,2.0,5.601666667,0.0010673042716799388,0.5,0
28.0,107.0,5.631388889,0.009259259259259259,0.0,1
2.0,349.0,5.698611111,0.002857142857142857,0.0,1
0.071239584,383.0,5.708055556,0.0026041666666666665,0.9334979914259778,0
11.0,25.0,6.516666667,0.038461538461538464,0.0,1
5.0,121.0,6.933055556,0.00819672131147541,0.0,1
0.033235649,150.0,6.941111111,0.006622516556291391,0.9678334278998536,0
3.0,172.0,6.947222222,0.005780346820809248,0.25,0
15.0,460.0,7.027222222,0.0021691973969631237,0.0,1
1.0,482.0,7.033333333,0.002070393374741201,0.5,0
1.0,580.0,7.060555556,0.0017211703958691911,0.0,1
17.0,587.0,7.0625,0.0017006802721088435,0.0,1
0.0502264,603.0,7.066944444,0.0016556291390728477,0.9521756451751737,0
4.0,619.0,7.071388889,0.0016129032258064516,0.0,1
1.0,621.0,7.071944444,0.001607717041800643,0.0,0
0.057320093,629.0,7.074166667,0.0015873015873015873,0.0,0
2.0,628.0,7.073888889,0.001589825119236884,0.0,1
2.0,638.0,7.076666667,0.001564945226917058,0.3333333333333333,0
1.0,261.0,8.218611111,0.003816793893129771,0.5,0
6.0,279.0,8.223611111,0.0035714285714285713,0.0,1
4.0,285.0,10.3770555532,0.0034965034965034965,0.2,0
17.0,336.0,5.695,0.002967359050445104,0.05555555555555555,0
41.0,133.0,3.885833333,0.007462686567164179,0.0,0
4.0,629.0,4.518888889,0.0015873015873015873,0.0,1
5.0,45.0,7.067777778,0.021739130434782608,0.0,0
10.0,234.0,7.870833333,0.00425531914893617,0.0,1
23.0,423.0,8.3525,0.0023584905660377358,0.0,1
2.0,158.0,9.072777778,0.006289308176100629,0.0,1
5.0,203.0,9.085277778,0.004901960784313725,0.0,1
42.0,108.0,9.3475,0.009174311926605505,0.0,1
10.0,149.0,10.14583333,0.006666666666666667,0.09090909090909091,0
2.0,187.0,10.15638889,0.005319148936170213,0.0,1
30.0,221.0,7.867222222,0.0045045045045045045,0.0,1
50.0,252.0,9.098888889,0.003952569169960474,0.0196078431372549,1
31.0,230.0,6.223055556,0.004329004329004329,0.03125,0
3.0,10.0,7.122777778,0.09090909090909091,0.0,1
2.0,61.0,7.136944444,0.016129032258064516,0.3333333333333333,0
1.0,132.0,7.156666667,0.007518796992481203,0.5,0
4.0,137.0,7.158055556,0.007246376811594203,0.2,0
5.0,144.0,7.16,0.006896551724137931,0.16666666666666666,0
21.0,318.0,7.208333333,0.003134796238244514,0.045454545454545456,0
7.0,367.0,7.221944444,0.002717391304347826,0.125,0
23.0,378.0,7.225,0.002638522427440633,0.041666666666666664,0
1.0,78.0,7.953888889,0.012658227848101266,0.5,0
8.0,483.0,8.066388889,0.002066115702479339,0.0,1
8.0,530.0,8.079444444,0.0018832391713747645,0.0,1
4.0,618.0,-0.12746111098,0.0016155088852988692,0.2,0
1.0,703.0,-0.12746111098,0.0014204545454545455,0.5,0
1.0,917.8199999999998,-0.109444444,0.0010673042716799388,0.5,0
1.0,62.0,2.120277778,0.015873015873015872,0.5,0
1.0,443.0,2.226111111,0.0022522522522522522,0.5,0
4.0,275.0,2.833888889,0.0036231884057971015,0.0,0
23.0,261.0,3.858611111,0.003816793893129771,0.041666666666666664,0
10.0,130.0,4.592777778,0.007633587786259542,0.09090909090909091,0
2.0,10.0,5.434166667,0.09090909090909091,0.3333333333333333,0
19.0,12.0,5.434722222,0.07692307692307693,0.0,1
1.0,142.0,5.470833333,0.006993006993006993,0.5,0
106.0,204.0,5.488055556,0.004878048780487805,0.009345794392523364,1
2.0,253.0,5.501666667,0.003937007874015748,0.0,1
6.0,280.0,5.509166667,0.0035587188612099642,0.0,1
5.0,330.0,5.523055556,0.0030211480362537764,0.0,0
20.0,396.0,5.541388889,0.0025188916876574307,0.047619047619047616,1
22.0,408.0,5.544722222,0.0024449877750611247,0.043478260869565216,0
7.0,433.0,5.551666667,0.002304147465437788,0.125,0
4.0,627.0,5.605555556,0.0015923566878980893,0.0,1
2.0,99.0,6.248333333,0.01,0.0,1
5.0,249.0,6.9525,0.004,0.0,0
0.01764558352,404.0,6.995555556,0.0024691358024691358,0.0,1
4.0,449.0,7.008055556,0.0022222222222222222,0.0,1
6.0,481.0,7.016944444,0.002074688796680498,0.0,1
30.0,394.0,7.519722222,0.002531645569620253,0.03225806451612903,0
1.0,23.0,8.5025,0.041666666666666664,0.5,0
23.0,489.0,9.026111111,0.0020408163265306124,0.041666666666666664,1
0.019932178,110.0,9.813055556,0.009009009009009009,0.9752349132913332,0
22.0,296.0,5.513611111,0.003367003367003367,0.0,1
148.19999999999823,132.0,6.92,0.007518796992481203,0.0022522522522522522,1
7.0,507.0,7.024166667,0.001968503937007874,0.0,1
4.0,78.0,5.644166667,0.012658227848101266,0.0,1
2.0,48.0,7.147777778,0.02040816326530612,0.3333333333333333,0
7.0,123.0,7.168611111,0.008064516129032258,0.125,0
5.0,161.0,7.179166667,0.006172839506172839,0.0,1
3.0,31.0,7.794166667,0.03125,0.25,0
3.0,29.0,9.301111111,0.03333333333333333,0.0,1
44.0,66.0,9.311388889,0.014925373134328358,0.022222222222222223,1
4.0,15.0,2.702222222,0.0625,0.2,0
1.0,105.0,2.727222222,0.009433962264150943,0.5,0
7.0,218.0,2.758611111,0.0045662100456621,0.0,1
24.0,228.0,2.761388889,0.004366812227074236,0.0,1
22.0,87.0,4.505833333,0.011363636363636364,0.0,1
2.0,627.0,7.314722222,0.0015923566878980893,0.0,1
21.0,670.0,7.326666667,0.0014903129657228018,0.045454545454545456,1
8.0,705.0,7.336388889,0.00141643059490085,0.1111111111111111,1
8.0,331.0,9.059444444,0.0030120481927710845,0.0,1
10.0,91.0,6.753888889,0.010869565217391304,0.0,0
1.0,247.0,3.234444444,0.004032258064516129,0.5,0
9.0,252.0,3.235833333,0.003952569169960474,0.0,1
4.0,383.0,3.272222222,0.0026041666666666665,0.2,1
3.0,28.0,4.299166667,0.034482758620689655,0.0,1
1.0,54.0,4.306388889,0.01818181818181818,0.0,1
11.0,348.0,4.388055556,0.0028653295128939827,0.0,1
34.0,378.0,4.396388889,0.002638522427440633,0.0,1
16.0,529.0,4.438333333,0.0018867924528301887,0.058823529411764705,1
0.068724243,121.0,-0.12746111098,0.00819672131147541,0.0,0
1.0,23.0,9.5375,0.041666666666666664,0.0,0
83.0,116.0,3.736111111,0.008547008547008548,0.011904761904761904,1
0.062303811,15.0,3.574166667,0.0625,0.0,0
31.0,126.0,2.593888889,0.007874015748031496,0.03125,1
16.0,151.0,7.299722222,0.006578947368421052,0.0,0
8.0,624.0,2.311111111,0.0016,0.0,1
35.0,455.0,5.373888889,0.0021929824561403508,0.027777777777777776,1
26.0,271.0,7.338888889,0.003676470588235294,0.037037037037037035,1
43.0,455.0,7.39,0.0021929824561403508,0.0,1
1.0,21.0,5.253333333,0.045454545454545456,0.0,0
34.0,300.0,5.330833333,0.0033222591362126247,0.0,1
7.0,306.0,7.348611111,0.003257328990228013,0.0,0
14.0,111.0,7.918055556,0.008928571428571428,0.0,1
36.0,2.0,4.769444444,0.0010673042716799388,0.0,1
4.0,16.0,4.773888889,0.058823529411764705,0.2,0
19.0,41.0,4.780833333,0.023809523809523808,0.0,1
4.0,50.0,4.783333333,0.0196078431372549,0.0,1
14.0,134.0,4.806666667,0.007407407407407408,0.0,1
29.0,195.0,4.823611111,0.00510204081632653,0.0,1
0.095162728,11.0,5.150555556,0.08333333333333333,0.9131063123616456,0
82.0,199.0,5.202777778,0.005,0.012048192771084338,1
3.0,241.0,5.214444444,0.004132231404958678,0.25,0
0.042360901,250.0,5.216944444,0.00398406374501992,0.9593606197629242,0
2.0,271.0,5.222777778,0.003676470588235294,0.3333333333333333,0
3.0,276.0,5.224166667,0.0036101083032490976,0.0,1
2.0,304.0,5.231944444,0.003278688524590164,0.3333333333333333,0
8.0,352.0,5.245277778,0.0028328611898017,0.0,1
104.0,515.0,5.290555556,0.001937984496124031,0.0,1
4.0,649.0,5.327777778,0.0015384615384615385,0.0,1
30.0,733.0,5.351111111,0.0013623978201634877,0.0,1
18.0,819.0,5.375,0.0012195121951219512,0.0,1
2.0,889.0,5.394444444,0.0011235955056179776,0.3333333333333333,0
8.0,917.8199999999998,5.406388889,0.0010718113612004287,0.0,1
52.0,917.8199999999998,5.408055556,0.0010673042716799388,0.0,1
2.0,2.0,7.231111111,0.16666666666666666,0.3333333333333333,0
4.0,386.0,8.188055556,0.002583979328165375,0.2,0
7.0,257.0,8.608611111,0.003875968992248062,0.0,1
4.0,295.0,8.619166667,0.0033783783783783786,0.2,0
19.0,125.0,10.3770555532,0.007936507936507936,0.05,1
1.0,62.0,4.786666667,0.015873015873015872,0.0,1
5.0,210.0,4.827777778,0.004739336492890996,0.16666666666666666,0
2.0,177.0,5.196666667,0.0056179775280898875,0.3333333333333333,0
13.0,377.0,5.252222222,0.0026455026455026454,0.07142857142857142,0
61.0,458.0,5.274722222,0.002178649237472767,0.0,1
1.0,915.0,5.401666667,0.001091703056768559,0.5,0
40.0,917.8199999999998,5.4025,0.001088139281828074,0.0,1
8.0,118.0,3.194166667,0.008403361344537815,0.1111111111111111,1
81.0,43.0,4.696111111,0.022727272727272728,0.0,0
26.0,482.0,5.929166667,0.002070393374741201,0.0,1
4.0,11.0,10.21861111,0.08333333333333333,0.0,1
14.0,140.0,8.131944444,0.0070921985815602835,0.06666666666666667,0
6.0,260.0,-0.015277778,0.0038314176245210726,0.14285714285714285,1
3.0,9.0,0.530555556,0.1,0.0,1
1.0,51.0,0.542222222,0.019230769230769232,0.0,1
1.0,146.0,0.568611111,0.006802721088435374,0.0,1
18.0,89.0,1.670555556,0.011111111111111112,0.05263157894736842,0
1.0,124.0,1.680277778,0.008,0.0,1
4.0,317.0,1.733888889,0.0031446540880503146,0.0,1
29.0,348.0,2.652222222,0.0028653295128939827,0.03333333333333333,0
1.0,293.0,3.592777778,0.003401360544217687,0.5,0
16.0,5.0,3.868611111,0.16666666666666666,0.058823529411764705,1
2.0,448.0,3.991666667,0.0022271714922048997,0.0,0
1.0,451.0,3.9925,0.0022123893805309734,0.5,0
56.0,379.0,4.643055556,0.002631578947368421,0.017543859649122806,0
13.0,453.0,8.133333333,0.0022026431718061676,0.0,1
1.0,566.0,8.164722222,0.001763668430335097,0.0,1
1.0,625.0,8.181111111,0.001597444089456869,0.5,0
20.0,137.0,8.500833333,0.007246376811594203,0.0,1
14.0,264.0,2.595833333,0.0037735849056603774,0.0,1
15.0,90.0,3.425555556,0.01098901098901099,0.0,1
23.0,44.0,3.522777778,0.022222222222222223,0.0,1
1.0,62.0,4.048888889,0.015873015873015872,0.5,0
1.0,116.0,6.581111111,0.008547008547008548,0.0,1
3.0,118.0,6.581666667,0.008403361344537815,0.0,1
16.0,202.0,6.605,0.0049261083743842365,0.0,1
27.0,210.0,6.607222222,0.004739336492890996,0.0,1
0.092315438,270.0,6.623888889,0.0036900369003690036,0.0,1
16.0,657.0,6.731388889,0.001519756838905775,0.0,1
5.0,783.0,6.766388889,0.0012755102040816326,0.0,1
12.0,377.0,7.871944444,0.0026455026455026454,0.07692307692307693,1
1.0,536.0,8.258055556,0.00186219739292365,0.5,0
1.0,557.0,8.263888889,0.0017921146953405018,0.0,1
2.0,581.0,8.270555556,0.001718213058419244,0.3333333333333333,0
12.0,721.0,8.309444444,0.0013850415512465374,0.0,1
1.0,733.0,8.312777778,0.0013623978201634877,0.5,0
3.0,737.0,8.313888889,0.0013550135501355014,0.25,0
50.0,802.0,8.331944444,0.0012453300124533001,0.0196078431372549,1
1.0,917.8199999999998,8.368888889,0.0010683760683760685,0.5,0
37.0,188.0,9.138611111,0.005291005291005291,0.0,1
1.0,737.0,9.717222222,0.0013550135501355014,0.5,0
5.0,756.0,9.7225,0.001321003963011889,0.0,1
8.0,808.0,9.736944444,0.0012360939431396785,0.1111111111111111,0
19.0,91.0,10.07083333,0.010869565217391304,0.0,1
0.060691217,862.0,2.761944444,0.0011587485515643105,0.0,0
0.0892831,729.0,8.311666667,0.0013698630136986301,0.0,0
11.0,845.0,9.747222222,0.001182033096926714,0.0,0
18.0,861.0,9.751666667,0.001160092807424594,0.0,0
6.0,882.0,9.7575,0.0011325028312570782,0.0,0
6.0,54.0,1.044166667,0.01818181818181818,0.0,1
10.0,275.0,1.353055556,0.0036231884057971015,0.09090909090909091,0
17.0,645.0,1.455833333,0.0015479876160990713,0.05555555555555555,1
33.0,131.0,3.060555556,0.007575757575757576,0.029411764705882353,1
8.0,28.0,3.172777778,0.034482758620689655,0.1111111111111111,0
1.0,43.0,3.176944444,0.022727272727272728,0.5,0
16.0,167.0,4.226111111,0.005952380952380952,0.0,1
148.19999999999823,107.0,5.337222222,0.009259259259259259,0.00510204081632653,0
14.0,695.0,5.658888889,0.0014367816091954023,0.0,1
19.0,766.0,5.678611111,0.001303780964797914,0.05,0
2.0,13.0,6.658055556,0.07142857142857142,0.3333333333333333,0
46.0,172.0,6.702222222,0.005780346820809248,0.02127659574468085,1
2.0,233.0,6.719166667,0.004273504273504274,0.3333333333333333,0
1.0,81.0,7.392222222,0.012195121951219513,0.5,0
1.0,179.0,8.043888889,0.005555555555555556,0.0,1
18.0,237.0,8.06,0.004201680672268907,0.0,1
35.0,117.0,8.441944444,0.00847457627118644,0.027777777777777776,0
38.0,537.0,9.289166667,0.0018587360594795538,0.0,1
1.0,790.0,-0.12746111098,0.0012642225031605564,0.0,1
39.0,844.0,-0.12746111098,0.001183431952662722,0.025,1
4.0,917.8199999999998,-0.12746111098,0.0010741138560687433,0.0,1
2.0,43.0,0.949166667,0.022727272727272728,0.0,1
0.042337019,40.0,1.61,0.024390243902439025,0.0,1
23.0,199.0,2.527777778,0.005,0.0,0
22.0,200.0,4.460277778,0.004975124378109453,0.043478260869565216,1
29.0,260.0,4.476944444,0.0038314176245210726,0.0,1
28.0,326.0,4.495277778,0.0030581039755351682,0.034482758620689655,0
5.0,153.0,4.833888889,0.006493506493506494,0.0,1
18.0,764.0,5.003611111,0.00130718954248366,0.0,1
20.0,774.0,5.006388889,0.0012903225806451613,0.0,1
0.018395555,9.0,6.598055556,0.1,0.0,1
4.0,385.0,6.7025,0.0025906735751295338,0.2,0
11.0,505.0,6.735833333,0.001976284584980237,0.0,1
4.0,519.0,6.739722222,0.0019230769230769232,0.2,0
10.0,555.0,6.749722222,0.0017985611510791368,0.09090909090909091,0
36.0,106.0,7.594722222,0.009345794392523364,0.0,1
10.0,142.0,7.604722222,0.006993006993006993,0.0,1
76.0,157.0,7.608888889,0.006329113924050633,0.012987012987012988,1
1.0,164.0,7.610833333,0.006060606060606061,0.5,0
5.0,248.0,7.634166667,0.004016064257028112,0.16666666666666666,0
67.0,395.0,7.675,0.0025252525252525255,0.014705882352941176,1
45.0,484.0,7.699722222,0.002061855670103093,0.0,1
0.062233499,547.0,7.717222222,0.0018248175182481751,0.9414125999052116,0
6.0,593.0,7.73,0.0016835016835016834,0.14285714285714285,1
