Model,R2_log,RMSE_log,RMSE_orig,NumObs
full,0.4479249128400047,0.866873906511827,14.679353837603315,907
winter,0.3516265072520207,0.7372137165952438,6.420508798708809,151
spring,0.45890685364095773,0.8799962358159346,15.430493397401177,756
