start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,rat_present,hours_after_sunset_sq,risk_reward_interaction,interaction_rat_risk,interaction_time_risk,reward_to_risk_ratio,nocturnal_index,month_log1p,season_log1p,risk_reward_interaction_log1p,hours_after_sunset_poly,hours_after_sunset^2
10/02/2018 0:44,7.0,bat,10/02/2018 0:43,10/02/2018 0:45,61,1,0,2,9/02/2018 17:21,7.386111111,0,1,54.55463734403765,0.0,1.0,7.386111111,0.0,0.9348773147326025,1.0986122886681098,0.0,0.0,7.386111111,54.55463734403765
10/02/2018 0:44,21.0,pick_bat,10/02/2018 0:43,10/02/2018 0:45,65,1,1,2,9/02/2018 17:21,7.387222222,0,1,54.571052157210616,1.0,1.0,7.387222222,0.5,0.9347740183151286,1.0986122886681098,0.0,0.6931471805599453,7.387222222,54.571052157210616
10/02/2018 0:44,4.0,pick,10/02/2018 0:43,10/02/2018 0:45,68,0,1,2,9/02/2018 17:21,7.388055556,0,1,54.58336489854247,0.0,0.0,0.0,1.0,0.9346964940244944,1.0986122886681098,0.0,0.0,7.388055556,54.58336489854247
10/02/2018 0:44,2.0,pick,10/02/2018 0:43,10/02/2018 0:45,80,0,1,2,9/02/2018 17:21,7.391388889,0,1,54.63262970843265,0.0,0.0,0.0,1.0,0.9343859522954324,1.0986122886681098,0.0,0.0,7.391388889,54.63262970843265
7/02/2018 18:11,7.0,"94.0,305.0,239.0,416.0; 364.8,139.3,462.3,241.3",7/02/2018 18:11,7/02/2018 18:11,10,0,0,2,7/02/2018 17:19,0.8775,0,1,0.7700062499999999,0.0,0.0,0.0,0.0,0.22771361534515377,1.0986122886681098,0.0,0.0,0.8775,0.7700062499999999
7/02/2018 18:32,1.0,rat,7/02/2018 18:29,7/02/2018 18:44,166,1,0,2,7/02/2018 17:19,1.225277778,0,1,1.5013056332606172,0.0,1.0,1.225277778,0.0,0.31530399508946216,1.0986122886681098,0.0,0.0,1.225277778,1.5013056332606172
7/02/2018 22:58,14.0,pick,7/02/2018 22:53,7/02/2018 22:58,299,0,1,2,7/02/2018 17:19,5.661944444,0,1,32.057614886942474,0.0,0.0,0.0,1.0,0.9960861883731703,1.0986122886681098,0.0,0.0,5.661944444,32.057614886942474
8/02/2018 1:47,8.0,rat attack,8/02/2018 1:47,8/02/2018 1:48,7,1,0,2,7/02/2018 17:19,8.481666667,0,1,71.9386694500989,0.0,1.0,8.481666667,0.0,0.7962660360255243,1.0986122886681098,0.0,0.0,8.481666667,71.9386694500989
8/02/2018 1:52,1.0,fast,8/02/2018 1:52,8/02/2018 1:52,2,0,1,2,7/02/2018 17:19,8.554722222,0,1,73.18327229558062,0.0,0.0,0.0,1.0,0.7845509606801218,1.0986122886681098,0.0,0.0,8.554722222,73.18327229558062
8/02/2018 2:06,6.0,rat,8/02/2018 2:05,8/02/2018 2:09,74,1,0,2,7/02/2018 17:19,8.796944444,0,1,77.38623155082246,0.0,1.0,8.796944444,0.0,0.7436798537853828,1.0986122886681098,0.0,0.0,8.796944444,77.38623155082246
8/02/2018 2:06,1.0,rat,8/02/2018 2:05,8/02/2018 2:09,80,1,0,2,7/02/2018 17:19,8.798611111,0,1,77.41555748261264,0.0,1.0,8.798611111,0.0,0.7433880791193105,1.0986122886681098,0.0,0.0,8.798611111,77.41555748261264
8/02/2018 2:07,7.0,rat,8/02/2018 2:05,8/02/2018 2:09,99,1,0,2,7/02/2018 17:19,8.803888889,0,1,77.50845956985765,0.0,1.0,8.803888889,0.0,0.7424631927118969,1.0986122886681098,0.0,0.0,8.803888889,77.50845956985765
8/02/2018 2:07,4.0,rat,8/02/2018 2:05,8/02/2018 2:09,116,1,0,2,7/02/2018 17:19,8.808611111,0,1,77.59162970483264,0.0,1.0,8.808611111,0.0,0.741634461276513,1.0986122886681098,0.0,0.0,8.808611111,77.59162970483264
8/02/2018 2:08,4.0,rat,8/02/2018 2:05,8/02/2018 2:09,200,1,0,2,7/02/2018 17:19,8.831944444,0,1,78.00324266190246,0.0,1.0,8.831944444,0.0,0.7375229396762846,1.0986122886681098,0.0,0.0,8.831944444,78.00324266190246
