start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,time,bat_landing_number,food_availability,rat_minutes,rat_arrival_number,rat_activity_index,bat_landing_to_food_winsor,y_log,season_num,food_x_season
1/05/2018 19:14,1.0,fast,1/05/2018 18:58,1/05/2018 19:17,2.7242851073179186,0,1,5,1/05/2018 19:21,-2.3380603119214425,1,2018-05-07 19:25:00,-0.5551447103868994,1.0644210335108109,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,1.0,0.6931471805599453,1,1.0742762021479986
2/05/2018 19:20,6.0,pick_rat,2/05/2018 19:15,2/05/2018 19:26,-0.09499013780277846,1,1,5,2/05/2018 19:21,-2.2990325958334568,1,2018-05-07 19:25:00,-0.5551447103868994,1.0644210335108109,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,6.0,1.9459101490553132,1,1.0742762021479986
25/04/2018 19:25,30.0,pick_and_rat,25/04/2018 19:24,25/04/2018 19:32,-0.9378662420141209,1,1,4,25/04/2018 19:17,-2.235252787923643,1,2018-04-20 19:13:00,-1.0183611338652045,1.320348472408311,0.5416040493863475,0.32363682568360663,0.03698118092041978,30.0,3.4339872044851463,1,1.2513013145144976
20/04/2018 19:22,1.0,fast,20/04/2018 19:18,20/04/2018 19:26,-0.11990273201592158,0,1,4,20/04/2018 19:13,-2.2244309433141094,1,2018-04-20 19:13:00,-1.0183611338652045,1.320348472408311,0.5416040493863475,0.32363682568360663,0.03698118092041978,1.0,0.6931471805599453,1,1.2513013145144976
20/04/2018 19:25,5.0,fast,20/04/2018 19:18,20/04/2018 19:26,0.41571804356665565,0,1,4,20/04/2018 19:13,-2.209579688138122,1,2018-04-20 19:13:00,-1.0183611338652045,1.320348472408311,0.5416040493863475,0.32363682568360663,0.03698118092041978,5.0,1.791759469228055,1,1.2513013145144976
20/04/2018 19:25,0.039481249,fast,20/04/2018 19:18,20/04/2018 19:26,0.6523876885915153,0,1,4,20/04/2018 19:13,-2.203017505878738,1,2018-04-20 19:13:00,-1.0183611338652045,1.320348472408311,0.5416040493863475,0.32363682568360663,0.03698118092041978,0.039481249,0.03872178967319675,1,1.2513013145144976
19/04/2018 19:25,0.051207358,fast,19/04/2018 19:23,19/04/2018 19:33,-0.8631284593746915,0,1,4,19/04/2018 19:12,-2.202672127995966,1,2018-04-20 19:13:00,-1.0183611338652045,1.320348472408311,0.5416040493863475,0.32363682568360663,0.03698118092041978,0.051207358,0.04993936834319429,1,1.2513013145144976
19/04/2018 19:26,1.0,fast,19/04/2018 19:23,19/04/2018 19:33,-0.48113534810649694,0,1,4,19/04/2018 19:12,-2.192080535170129,1,2018-04-20 19:13:00,-1.0183611338652045,1.320348472408311,0.5416040493863475,0.32363682568360663,0.03698118092041978,1.0,0.6931471805599453,1,1.2513013145144976
25/04/2018 19:31,28.0,pick,25/04/2018 19:24,25/04/2018 19:32,0.6233229953428484,0,1,4,25/04/2018 19:17,-2.1919654090710536,1,2018-04-20 19:13:00,-1.0183611338652045,1.320348472408311,0.5416040493863475,0.32363682568360663,0.03698118092041978,28.0,3.367295829986474,1,1.2513013145144976
17/02/2018 17:42,0.050211363,fast,17/02/2018 17:40,17/02/2018 17:43,-0.5973941211011649,0,1,2,17/02/2018 17:28,-2.1900082670445915,0,2018-02-13 17:25:00,-1.7517871377058545,1.8760766237280657,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,0.050211363,0.048991442006927045,0,-1.8238777742797103
19/04/2018 19:27,1.0,fast,19/04/2018 19:23,19/04/2018 19:33,-0.2195531088684941,0,1,4,19/04/2018 19:12,-2.184827596730748,1,2018-04-22 19:44:00,-1.2885707142275493,0.7650277451250459,-0.42633109309685285,0.32363682568360663,-0.33034945087915035,1.0,0.6931471805599453,1,0.86718574421749
21/04/2018 19:30,4.0,rat,21/04/2018 19:30,21/04/2018 19:35,-1.074885510186408,1,0,4,21/04/2018 19:14,-2.1779200365885925,1,2018-04-22 19:44:00,-1.2885707142275493,0.7650277451250459,-0.42633109309685285,0.32363682568360663,-0.33034945087915035,4.0,1.6094379124341003,1,0.86718574421749
19/04/2018 19:32,5.0,rat,19/04/2018 19:23,19/04/2018 19:33,1.0966622853925678,1,0,4,19/04/2018 19:12,-2.1483326527501463,1,2018-04-22 19:44:00,-1.2885707142275493,0.7650277451250459,-0.42633109309685285,0.32363682568360663,-0.33034945087915035,5.0,1.791759469228055,1,0.86718574421749
22/04/2018 19:38,5.0,bat,22/04/2018 19:38,22/04/2018 19:42,-1.1371669957192658,1,0,4,22/04/2018 19:14,-2.1258830812520064,1,2018-04-22 19:44:00,-1.2885707142275493,0.7650277451250459,-0.42633109309685285,0.32363682568360663,-0.33034945087915035,5.0,1.791759469228055,1,0.86718574421749
22/04/2018 19:41,2.0,fast,22/04/2018 19:38,22/04/2018 19:42,-0.33165978282763814,0,1,4,22/04/2018 19:14,-2.1035486358529414,1,2018-04-22 19:44:00,-1.2885707142275493,0.7650277451250459,-0.42633109309685285,0.32363682568360663,-0.33034945087915035,2.0,1.0986122886681098,1,0.86718574421749
2/05/2018 19:52,3.0,rat,2/05/2018 19:52,2/05/2018 19:55,-1.1371669957192658,1,0,5,2/05/2018 19:21,-2.0728099918526515,1,2018-05-17 20:02:00,-0.825354290749244,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,3.0,1.3862943611198906,1,0.7708045815660673
2/05/2018 19:53,1.0,rat,2/05/2018 19:52,2/05/2018 19:55,-0.962778836227264,1,0,5,2/05/2018 19:21,-2.067974699836033,1,2018-05-17 20:02:00,-0.825354290749244,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,1.0,0.6931471805599453,1,0.7708045815660673
2/05/2018 19:55,1.0,rat,2/05/2018 19:52,2/05/2018 19:55,-0.5683294278524978,1,0,5,2/05/2018 19:21,-2.0570377291274244,1,2018-05-17 20:02:00,-0.825354290749244,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,1.0,0.6931471805599453,1,0.7708045815660673
3/02/2018 17:51,29.0,rat,3/02/2018 17:51,3/02/2018 17:51,-1.0831897082574558,1,0,2,3/02/2018 17:16,-2.0470217663825085,0,2018-02-10 17:52:00,1.0275114031639767,1.8760766237280657,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,29.0,3.4011973816621555,0,-1.8238777742797103
23/04/2018 19:51,2.0,fast_and_pick,23/04/2018 19:51,23/04/2018 19:51,-1.1537753918613614,0,1,4,23/04/2018 19:15,-2.0417259699695904,1,2018-04-28 19:49:00,-1.249969345604357,0.6772643215840914,0.38139409476843855,2.205294523728678,0.599377044779072,2.0,1.0986122886681098,1,0.8064797488739096
21/04/2018 19:58,1.0,fast,21/04/2018 19:57,21/04/2018 20:06,-1.103950203435075,0,1,4,21/04/2018 19:14,-1.9875016208228453,1,2018-04-28 19:49:00,-1.249969345604357,0.6772643215840914,0.38139409476843855,2.205294523728678,0.599377044779072,1.0,0.6931471805599453,1,0.8064797488739096
21/04/2018 19:59,20.0,pick_and_others,21/04/2018 19:57,21/04/2018 20:06,-0.7261091912024044,1,1,4,21/04/2018 19:14,-1.977025154096083,1,2018-04-09 20:05:00,-1.0955638711115887,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,20.0,3.044522437723423,1,0.7708045815660673
21/04/2018 20:00,9.0,rat,21/04/2018 19:57,21/04/2018 20:06,-0.6347630124208795,1,0,4,21/04/2018 19:14,-1.9744923819886988,1,2018-04-09 20:05:00,-1.0955638711115887,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,9.0,2.302585092994046,1,0.7708045815660673
21/04/2018 20:05,54.0,pick_and_others,21/04/2018 19:57,21/04/2018 20:06,0.7935590557993264,1,1,4,21/04/2018 19:14,-1.934889035819791,1,2018-04-09 20:05:00,-1.0955638711115887,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,54.0,4.007333185232471,1,0.7708045815660673
7/02/2018 18:11,7.0,"94.0,305.0,239.0,416.0; 364.8,139.3,462.3,241.3",7/02/2018 18:11,7/02/2018 18:11,-1.1330148966837421,0,0,2,7/02/2018 17:19,-1.9290176093259506,0,2018-02-14 18:26:00,-0.5937460790100915,1.8760766237280657,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,7.0,2.0794415416798357,0,-1.8238777742797103
15/02/2018 18:21,0.050105814,fast,15/02/2018 18:20,15/02/2018 18:28,-0.9503225391206925,0,1,2,15/02/2018 17:26,-1.9103671961961135,0,2018-02-14 18:26:00,-0.5937460790100915,1.8760766237280657,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,0.050105814,0.04889093433004405,0,-1.8238777742797103
3/05/2018 20:18,2.0,not_sure_rat,3/05/2018 20:18,3/05/2018 20:18,-0.9959956285114548,1,0,5,3/05/2018 19:22,-1.8993150993884294,1,2018-05-06 20:24:00,-1.1341652397347808,1.8760766237280657,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,2.0,1.0986122886681098,1,1.6356987001813266
4/05/2018 20:25,6.0,rat,4/05/2018 20:24,4/05/2018 20:25,-0.9503225391206925,1,0,5,4/05/2018 19:23,-1.8599420050032183,1,2018-05-02 20:21:00,-0.786752922126052,0.6256882820082298,0.17890651319296744,1.2644656747061422,0.13409157779917233,6.0,1.9459101490553132,1,0.7708045815660673
7/02/2018 18:32,1.0,rat,7/02/2018 18:29,7/02/2018 18:44,-0.48528744714202077,1,0,2,7/02/2018 17:19,-1.784879848502024,0,2018-02-13 18:25:00,-1.211367976981165,1.8760766237280657,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,1.0,0.6931471805599453,0,-1.8238777742797103
2/02/2018 18:30,4.0,rat,2/02/2018 18:30,2/02/2018 18:30,-1.162079589932409,1,0,2,2/02/2018 17:15,-1.770258845524187,0,2018-02-09 18:51:00,0.13967992483055844,1.8632037169507407,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,4.0,1.6094379124341003,0,-1.8238777742797103
4/02/2018 18:32,155.0,,4/02/2018 18:32,4/02/2018 18:50,-1.0001477275469788,0,0,2,4/02/2018 17:17,-1.7684168295968,0,2018-02-09 18:51:00,0.13967992483055844,1.8632037169507407,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,150.0,5.017279836814924,0,-1.8238777742797103
4/02/2018 18:33,3.0,bat_and_rat,4/02/2018 18:32,4/02/2018 18:50,-0.8548242613036439,1,0,2,4/02/2018 17:17,-1.7643874194448,0,2018-02-09 18:51:00,0.13967992483055844,1.8632037169507407,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,3.0,1.3862943611198906,0,-1.8238777742797103
28/04/2018 20:39,0.094784549,fast,28/04/2018 20:37,28/04/2018 20:44,-0.738565488308976,0,1,4,28/04/2018 19:19,-1.7365269258491196,1,2018-04-03 20:31:00,-0.7481515535028598,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,0.094784549,0.0905575850047819,1,0.7708045815660673
4/05/2018 20:44,10.0,pick,4/05/2018 20:39,4/05/2018 21:04,-0.03270865226992064,0,1,5,4/05/2018 19:23,-1.7319218852017444,1,2018-05-16 21:01:00,-1.3271720828507414,0.6256882820082298,-0.039157036103572684,0.32363682568360663,-0.18341719815932228,10.0,2.3978952727983707,1,0.7708045815660673
28/04/2018 20:40,0.076254237,others,28/04/2018 20:37,28/04/2018 20:44,-0.48528744714202077,1,0,4,28/04/2018 19:19,-1.7295042391934352,1,2018-04-03 20:31:00,-0.7481515535028598,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,0.076254237,0.07348671356970815,1,0.7708045815660673
29/04/2018 20:43,0.017597713,fast,29/04/2018 20:37,29/04/2018 20:53,0.4406306377797988,0,1,4,29/04/2018 19:19,-1.706363911929752,1,2018-04-03 20:31:00,-0.7481515535028598,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,0.017597713,0.017444666156226585,1,0.7708045815660673
28/04/2018 20:44,0.014184241,rat,28/04/2018 20:37,28/04/2018 20:44,0.41571804356665565,1,0,4,28/04/2018 19:19,-1.7045218955879111,1,2018-04-03 20:31:00,-0.7481515535028598,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,0.017597713,0.017444666156226585,1,0.7708045815660673
15/02/2018 18:52,6.0,bat,15/02/2018 18:49,15/02/2018 18:55,-0.4313101596802107,1,0,2,15/02/2018 17:26,-1.6957723191039145,0,2018-02-09 18:51:00,0.13967992483055844,1.8632037169507407,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,6.0,1.9459101490553132,0,-1.8238777742797103
15/02/2018 18:52,6.0,pick,15/02/2018 18:49,15/02/2018 18:55,-0.33996398089868585,0,1,2,15/02/2018 17:26,-1.6932395469965305,0,2018-02-09 18:51:00,0.13967992483055844,1.8632037169507407,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,6.0,1.9459101490553132,0,-1.8238777742797103
4/05/2018 20:50,17.0,pick_rat,4/05/2018 20:39,4/05/2018 21:04,1.5035679908739055,1,1,5,4/05/2018 19:23,-1.6893252629436055,1,2018-05-16 21:01:00,-1.3271720828507414,0.6256882820082298,-0.039157036103572684,0.32363682568360663,-0.18341719815932228,17.0,2.8903717578961645,1,0.7708045815660673
15/02/2018 18:54,1.0,rat,15/02/2018 18:49,15/02/2018 18:55,0.15828790336417667,1,0,2,15/02/2018 17:26,-1.6794244262977656,0,2018-02-09 18:51:00,0.13967992483055844,1.8632037169507407,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,1.0,0.6931471805599453,0,-1.8238777742797103
4/02/2018 18:46,1.0,,4/02/2018 18:32,4/02/2018 18:50,2.3796608873694387,0,0,2,4/02/2018 17:17,-1.6747042599657684,0,2018-02-09 18:51:00,0.13967992483055844,1.8632037169507407,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,1.0,0.6931471805599453,0,-1.8238777742797103
18/04/2018 20:41,0.029003504,,18/04/2018 20:40,18/04/2018 20:43,-0.8797368555167869,0,0,4,18/04/2018 19:12,-1.674358882082997,1,2018-04-03 20:31:00,-0.7481515535028598,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,0.029003504,0.02859086209392812,1,0.7708045815660673
29/04/2018 20:48,0.032534418,fast,29/04/2018 20:37,29/04/2018 20:53,1.7111729426500983,0,1,4,29/04/2018 19:19,-1.6711353537956157,1,2018-04-03 20:31:00,-0.7481515535028598,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,0.032534418,0.03201637992216185,1,0.7708045815660673
29/04/2018 20:49,4.0,fast,29/04/2018 20:37,29/04/2018 20:53,1.773454428182956,0,1,4,29/04/2018 19:19,-1.66940846355285,1,2018-04-18 20:42:00,-0.9797597652420125,0.7406433393922003,0.301289117459484,5.968609919818822,1.6329694432220003,4.0,1.6094379124341003,1,0.8503190409697146
4/02/2018 18:47,1.0,,4/02/2018 18:32,4/02/2018 18:50,2.6993725131047754,0,0,2,4/02/2018 17:17,-1.665839557382697,0,2018-02-02 18:45:00,-0.05332691828540204,1.8760766237280657,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,1.0,0.6931471805599453,0,-1.8238777742797103
18/04/2018 20:42,1.0,others,18/04/2018 20:40,18/04/2018 20:43,-0.5143521403906878,1,0,4,18/04/2018 19:12,-1.6642277932390064,1,2018-04-18 20:42:00,-0.9797597652420125,0.7406433393922003,0.301289117459484,5.968609919818822,1.6329694432220003,1.0,0.6931471805599453,1,0.8503190409697146
29/04/2018 20:50,14.0,bat_rat_pick,29/04/2018 20:37,29/04/2018 20:53,1.976907280923625,1,1,4,29/04/2018 19:19,-1.6637672892571596,1,2018-04-18 20:42:00,-0.9797597652420125,0.7406433393922003,0.301289117459484,5.968609919818822,1.6329694432220003,14.0,2.70805020110221,1,0.8503190409697146
18/04/2018 20:43,12.0,others,18/04/2018 20:40,18/04/2018 20:43,-0.34826817896973356,1,0,4,18/04/2018 19:12,-1.6596227530060847,1,2018-04-18 20:42:00,-0.9797597652420125,0.7406433393922003,0.301289117459484,5.968609919818822,1.6329694432220003,12.0,2.5649493574615367,1,0.8503190409697146
3/05/2018 20:58,0.042337019,rat,3/05/2018 20:57,3/05/2018 21:07,-1.0084519256180264,1,0,5,3/05/2018 19:22,-1.625430328934717,1,2018-05-02 20:51:00,-0.7481515535028598,0.6256882820082298,0.2790377348291606,1.2644656747061422,0.21009101886115236,0.042337019,0.04146532577831772,1,0.7708045815660673
2/05/2018 21:01,18.0,pick,2/05/2018 20:59,2/05/2018 21:06,-0.8049990728773576,0,1,5,2/05/2018 19:21,-1.6003328592301178,1,2018-05-02 20:51:00,-0.7481515535028598,0.6256882820082298,0.2790377348291606,1.2644656747061422,0.21009101886115236,18.0,2.9444389791664403,1,0.7708045815660673
2/05/2018 21:01,1.0,rat,2/05/2018 20:59,2/05/2018 21:06,-0.6596756066340227,1,0,5,2/05/2018 19:21,-1.596303449078118,1,2018-05-02 20:51:00,-0.7481515535028598,0.6256882820082298,0.2790377348291606,1.2644656747061422,0.21009101886115236,1.0,0.6931471805599453,1,0.7708045815660673
2/05/2018 21:05,4.0,rat,2/05/2018 20:59,2/05/2018 21:06,0.14167950722208125,1,0,5,2/05/2018 19:21,-1.574084129778128,1,2018-05-02 20:51:00,-0.7481515535028598,0.6256882820082298,0.2790377348291606,1.2644656747061422,0.21009101886115236,4.0,1.6094379124341003,1,0.7708045815660673
18/04/2018 20:59,0.093387578,,18/04/2018 20:56,18/04/2018 20:59,-0.34411607993420973,0,0,4,18/04/2018 19:12,-1.5499076684516762,1,2018-04-17 21:11:00,-0.20773239277817043,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,0.093387578,0.08928074652159791,1,0.7708045815660673
30/12/2017 18:37,16.0,rat,30/12/2017 18:35,30/12/2017 18:38,-0.7261091912024044,1,0,0,30/12/2017 16:45,-1.517327008523999,0,2017-12-28 18:44:00,0.33268676794651897,1.8293728148544528,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,16.0,2.833213344056216,0,-1.8238777742797103
20/04/2018 21:06,118.0,rat_and_pick,20/04/2018 21:05,20/04/2018 21:11,-0.8714326574457393,1,1,4,20/04/2018 19:13,-1.508692557724624,1,2018-04-17 21:11:00,-0.20773239277817043,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,118.0,4.77912349311153,1,0.7708045815660673
30/04/2018 21:15,2.0,rat,30/04/2018 21:14,30/04/2018 21:16,-1.016756123689074,1,0,4,30/04/2018 19:20,-1.4943018069449372,1,2018-04-17 21:11:00,-0.20773239277817043,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,2.0,1.0986122886681098,1,0.7708045815660673
30/04/2018 21:16,2.0,bats,30/04/2018 21:14,30/04/2018 21:16,-0.7219570921668805,1,0,4,30/04/2018 19:20,-1.4861278605418626,1,2018-04-17 21:11:00,-0.20773239277817043,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,2.0,1.0986122886681098,1,0.7708045815660673
20/04/2018 21:11,37.0,rat,20/04/2018 21:05,20/04/2018 21:11,0.3825012512824648,1,0,4,20/04/2018 19:13,-1.4739245035723347,1,2018-04-17 21:11:00,-0.20773239277817043,0.6256882820082298,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,37.0,3.6375861597263857,1,0.7708045815660673
10/02/2018 19:25,0.097399911,fast,10/02/2018 19:24,10/02/2018 19:25,-1.1205585995771705,0,1,2,10/02/2018 17:22,-1.4430707338874234,0,2018-02-19 19:30:00,-0.4779419731405151,1.8760766237280657,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,0.097399911,0.09294366454195101,0,-1.8238777742797103
15/02/2018 19:31,1.0,fast,15/02/2018 19:30,15/02/2018 19:31,-1.049972915973265,0,1,2,15/02/2018 17:26,-1.4282194791258895,0,2018-02-19 19:30:00,-0.4779419731405151,1.8760766237280657,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,1.0,0.6931471805599453,0,-1.8238777742797103
15/02/2018 19:31,0.085595674,attack_rat,15/02/2018 19:30,15/02/2018 19:31,-0.8797368555167869,1,0,2,15/02/2018 17:26,-1.4234993127938929,0,2018-02-19 19:30:00,-0.4779419731405151,1.8760766237280657,-0.43968192264834527,-0.6171920233389292,-0.3354160802832823,0.085595674,0.08212884463743597,0,-1.8238777742797103
1/05/2018 21:28,1.0,fast,1/05/2018 21:27,1/05/2018 21:38,-0.9171057468365017,0,1,5,1/05/2018 19:21,-1.4139438540308242,1,2018-05-20 21:34:00,-1.4043748200971256,0.6256882820082298,2.4618983660976466,0.32363682568360663,0.7657313767125185,1.0,0.6931471805599453,1,0.7708045815660673
26/04/2018 21:25,68.0,pick_and_all,26/04/2018 21:24,26/04/2018 21:26,-1.0956460053640273,1,1,4,26/04/2018 19:17,-1.407842175753287,1,2018-04-28 21:19:00,-0.43934060451732304,0.6256882820082298,-0.31062390360608244,1.2644656747061422,-0.23746124510295274,68.0,4.23410650459726,1,0.7708045815660673
26/04/2018 21:25,6.0,rat,26/04/2018 21:24,26/04/2018 21:26,-1.0831897082574558,1,0,4,26/04/2018 19:17,-1.4074967978705153,1,2018-04-28 21:19:00,-0.43934060451732304,0.6256882820082298,-0.31062390360608244,1.2644656747061422,-0.23746124510295274,6.0,1.9459101490553132,1,0.7708045815660673
26/04/2018 21:25,2.0,bat_and_rat,26/04/2018 21:24,26/04/2018 21:26,-1.0541250150087889,1,0,4,26/04/2018 19:17,-1.4066909155914433,1,2018-04-28 21:19:00,-0.43934060451732304,0.6256882820082298,-0.31062390360608244,1.2644656747061422,-0.23746124510295274,2.0,1.0986122886681098,1,0.7708045815660673
20/04/2018 21:21,109.0,rat,20/04/2018 21:20,20/04/2018 21:34,-0.8008469738418337,1,0,4,20/04/2018 19:13,-1.404964025763131,1,2018-04-28 21:19:00,-0.43934060451732304,0.6256882820082298,-0.31062390360608244,1.2644656747061422,-0.23746124510295274,109.0,4.700480365792417,1,0.7708045815660673
26/04/2018 21:25,8.0,bat_and_pick,26/04/2018 21:24,26/04/2018 21:26,-0.9876914304404072,1,1,4,26/04/2018 19:17,-1.404848899664056,1,2018-04-28 21:19:00,-0.43934060451732304,0.6256882820082298,-0.31062390360608244,1.2644656747061422,-0.23746124510295274,8.0,2.1972245773362196,1,0.7708045815660673
26/04/2018 21:25,5.0,bat_and_rat,26/04/2018 21:24,26/04/2018 21:26,-0.9004973506944063,1,0,4,26/04/2018 19:17,-1.4024312532412933,1,2018-04-28 21:19:00,-0.43934060451732304,0.6256882820082298,-0.31062390360608244,1.2644656747061422,-0.23746124510295274,5.0,1.791759469228055,1,0.7708045815660673
26/04/2018 21:26,2.0,bat_fight,26/04/2018 21:24,26/04/2018 21:26,-0.8589763603391677,1,0,4,26/04/2018 19:17,-1.401279993493903,1,2018-04-28 21:19:00,-0.43934060451732304,0.6256882820082298,-0.31062390360608244,1.2644656747061422,-0.23746124510295274,2.0,1.0986122886681098,1,0.7708045815660673
26/04/2018 21:26,15.0,bat_fight,26/04/2018 21:24,26/04/2018 21:26,-0.8091511719128814,1,0,4,26/04/2018 19:17,-1.399898481133909,1,2018-04-28 21:19:00,-0.43934060451732304,0.6256882820082298,-0.31062390360608244,1.2644656747061422,-0.23746124510295274,15.0,2.772588722239781,1,0.7708045815660673
20/04/2018 21:22,2.0,fast,20/04/2018 21:20,20/04/2018 21:34,-0.5973941211011649,0,1,4,20/04/2018 19:13,-1.3993228510529871,1,2018-04-28 21:19:00,-0.43934060451732304,0.6256882820082298,-0.31062390360608244,1.2644656747061422,-0.23746124510295274,2.0,1.0986122886681098,1,0.7708045815660673
26/04/2018 21:26,4.0,bat_fight_and_pick,26/04/2018 21:24,26/04/2018 21:26,-0.7551738844510714,1,1,4,26/04/2018 19:17,-1.3984018430892935,1,2018-04-28 21:19:00,-0.43934060451732304,0.6256882820082298,-0.31062390360608244,1.2644656747061422,-0.23746124510295274,4.0,1.6094379124341003,1,0.7708045815660673
